Word,freqfilms2,freqlivres,cgram
gagnant,8.45,1.35,NOM
gagné,5.34,3.51,ADJ
gagner,92.72,64.59,VER
gagneur,0.04,0.00,NOM
gaiement,2.58,16.22,ADV
gaieté,2.81,27.09,NOM
gaillard,0.37,1.42,ADJ
gaillard,2.47,7.30,NOM
gaillardement,0.10,0.95,ADV
gaillardise,0.00,0.14,NOM
gaillet,0.01,0.07,NOM
gaillette,0.00,0.14,NOM
gaîment,0.03,0.47,ADV
gaine,1.16,3.11,NOM
gainer,0.05,0.00,VER
gaîté,0.55,6.28,NOM
galactique,0.94,0.07,ADJ
galactophore,0.01,0.00,ADJ
galago,0.02,0.00,NOM
galalithe,0.00,0.20,NOM
galamment,0.07,1.22,ADV
galant,1.41,1.35,NOM
galant,4.66,2.77,ADJ
galanterie,1.00,1.82,NOM
galantine,0.01,0.74,NOM
galapiat,0.01,0.14,NOM
galate,0.01,0.00,NOM
galathée,0.00,0.07,NOM
galaxie,8.29,2.16,NOM
galbe,0.05,1.08,NOM
galbé,0.00,0.20,ADJ
galber,0.00,0.07,VER
galée,0.00,0.20,NOM
galéjade,0.28,0.34,NOM
galène,0.23,0.41,NOM
galéniste,0.00,0.07,NOM
galérer,0.36,0.20,VER
galerie,13.64,21.22,NOM
galérien,0.07,0.41,NOM
galeriste,0.10,0.00,NOM
galet,0.54,2.70,NOM
galetas,0.14,1.28,NOM
galetouse,0.00,0.20,NOM
galette,0.67,4.26,NOM
galetteux,0.00,0.14,ADJ
galeux,0.12,0.20,NOM
galeux,0.97,1.55,ADJ
galibot,0.00,0.07,NOM
galicien,0.34,0.00,NOM
galiléen,0.01,0.00,ADJ
galiléen,0.06,0.00,NOM
galimatias,0.11,0.47,NOM
galion,0.21,0.81,NOM
galiote,0.00,0.34,NOM
galipette,0.21,0.34,NOM
galle,0.00,0.07,NOM
gallicanisme,0.00,0.14,NOM
gallinacé,0.00,0.14,NOM
galline,0.27,0.00,ADJ
gallique,0.00,0.07,ADJ
gallium,0.06,0.07,NOM
gallo,0.47,0.00,NOM
gallo,1.54,0.07,ADJ
gallois,0.08,0.00,NOM
gallois,0.49,0.07,ADJ
galloise,0.02,0.00,NOM
gallon,0.18,0.07,NOM
galoche,0.00,1.69,NOM
galon,0.89,4.12,NOM
galonnage,0.00,0.07,NOM
galonné,0.03,0.74,ADJ
galop,2.83,12.77,NOM
galopade,0.00,2.03,NOM
galopant,0.08,0.54,ADJ
galope,0.56,0.34,NOM
galoper,0.95,3.78,VER
galopin,0.32,1.69,NOM
galopiner,0.00,0.07,VER
galoubet,0.01,0.00,NOM
galoup,0.00,0.20,NOM
galtouse,0.00,1.01,NOM
galuchat,0.00,0.34,NOM
galure,0.08,0.88,NOM
galurin,0.04,0.41,NOM
galvanique,0.00,0.07,ADJ
galvaniser,0.20,0.34,VER
galvanisme,0.02,0.00,NOM
galvauder,0.10,0.14,VER
galvaudeux,0.00,0.14,NOM
gamay,0.00,0.07,NOM
gambadant,0.02,0.07,ADJ
gambade,0.00,0.14,NOM
gambader,0.38,0.74,VER
gambe,0.34,0.07,NOM
gamberge,0.05,3.51,NOM
gambergeailler,0.00,0.07,VER
gamberger,0.23,2.50,VER
gambette,0.02,0.20,NOM
gambiller,0.03,0.14,VER
gambit,0.04,0.00,NOM
gamelan,0.25,0.07,NOM
gamelle,1.29,8.45,NOM
gamète,0.01,0.14,NOM
gamin,16.44,3.51,ADJ
gamin,55.94,19.53,NOM
gaminement,0.00,0.07,NOM
gaminerie,0.08,0.20,NOM
gamma,1.94,1.01,NOM
gammaglobuline,0.00,0.20,NOM
gammas,0.04,0.00,NOM
gamme,2.67,5.74,NOM
gammée,0.20,2.43,ADJ
ganache,0.04,0.61,NOM
ganaderia,0.00,0.14,NOM
gandin,0.56,0.95,NOM
gandoura,0.01,0.54,NOM
gandourah,0.00,0.20,NOM
ganglion,0.18,0.41,NOM
gangrené,0.17,0.27,ADJ
gangrène,1.74,2.16,NOM
gangrener,0.21,0.07,VER
gangreneux,0.01,0.00,ADJ
gangster,6.75,3.11,NOM
gangstérisme,0.00,0.07,NOM
gangue,0.01,1.89,NOM
ganja,0.18,0.00,NOM
ganse,0.02,0.34,NOM
ganté,0.04,0.20,ADJ
gantelet,0.36,0.07,NOM
ganterie,0.00,0.07,NOM
gantier,0.24,0.00,NOM
gaperon,0.00,0.07,NOM
gapette,0.01,0.54,NOM
gâpette,0.00,0.07,NOM
garage,24.41,22.23,NOM
garagiste,1.25,5.00,NOM
garance,0.00,0.34,NOM
garance,0.01,0.27,ADJ
garancière,0.00,0.27,NOM
garant,0.71,1.15,NOM
garant,2.19,0.81,ADJ
garanti,1.56,1.82,ADJ
garantie,6.84,5.14,NOM
garantir,4.86,4.59,VER
garbure,0.14,0.14,NOM
garce,20.25,7.36,NOM
garcette,0.00,0.07,NOM
garçon,188.41,186.96,NOM
garçonne,0.00,0.88,NOM
garçonnet,0.21,2.50,NOM
garçonnier,0.00,0.20,ADJ
garçonnière,1.51,1.08,NOM
garde,76.76,89.86,NOM
gardé,1.37,1.22,ADJ
gardénal,0.00,1.08,NOM
gardénia,0.11,0.14,NOM
garder,123.09,68.31,VER
garderie,1.67,0.47,NOM
gardeur,0.00,0.07,NOM
gardian,0.00,0.14,NOM
gardien,8.02,4.46,ADJ
gardien,18.55,18.45,NOM
gardiennage,0.05,0.27,NOM
gardois,0.00,0.07,ADJ
gardon,0.44,0.41,NOM
garenne,0.64,0.68,NOM
garer,6.70,3.24,VER
gargamelle,0.00,0.07,NOM
gargantua,0.01,0.00,NOM
gargantuesque,0.33,0.34,ADJ
gargariser,0.15,0.07,VER
gargarisme,0.02,0.20,NOM
gargote,0.26,0.95,NOM
gargotier,0.14,0.07,NOM
gargouillant,0.01,0.07,ADJ
gargouille,0.33,1.08,NOM
gargouillement,0.02,0.61,NOM
gargouiller,0.05,0.47,VER
gargouillette,0.00,0.07,NOM
gargouillis,0.23,2.50,NOM
gargoulette,0.00,0.41,NOM
garibaldien,0.14,0.00,ADJ
garnement,1.42,1.22,NOM
garni,0.04,1.28,NOM
garni,0.26,2.36,ADJ
garnir,0.16,1.89,VER
garnison,3.13,8.38,NOM
garnissage,0.01,0.00,NOM
garniture,0.80,1.28,NOM
garno,0.00,0.07,NOM
garou,0.03,0.14,NOM
garrick,0.00,0.07,NOM
garrigue,0.54,1.49,NOM
garrot,1.55,2.30,NOM
garrotte,0.04,0.00,NOM
garrotter,0.01,0.07,VER
gascon,0.38,0.07,NOM
gascon,0.47,0.07,ADJ
gasoil,0.49,0.34,NOM
gaspacho,1.38,0.00,NOM
gaspard,0.54,0.20,NOM
gaspillage,1.81,2.16,NOM
gaspiller,3.06,2.43,VER
gaspilleur,0.01,0.00,ADJ
gaster,0.01,0.14,NOM
gastéropode,0.00,0.07,NOM
gastralgie,0.01,0.00,NOM
gastrectomie,0.01,0.00,NOM
gastrique,1.13,0.34,ADJ
gastrite,0.20,0.00,NOM
gastro,0.66,0.07,NOM
gastrolâtre,0.00,0.07,NOM
gastronome,0.04,0.68,NOM
gastronomie,0.58,0.61,NOM
gastronomique,0.40,0.88,ADJ
gastrula,0.01,0.00,NOM
gâteau,42.33,13.92,NOM
gâter,1.80,3.45,VER
gâterie,0.98,0.81,NOM
gâteux,0.66,1.15,NOM
gâteux,1.47,2.97,ADJ
gâtine,0.00,0.07,NOM
gâtisme,0.02,0.95,NOM
gatte,0.02,0.00,NOM
gauche,45.51,88.04,ADJ
gauche,71.66,133.78,NOM
gauchement,0.10,3.45,ADV
gaucher,0.80,0.14,NOM
gaucher,1.93,0.20,ADJ
gaucherie,0.12,2.43,NOM
gauchir,0.00,0.34,VER
gauchisme,0.00,0.14,NOM
gauchissement,0.00,0.07,NOM
gauchiste,0.51,0.27,NOM
gauchiste,0.79,0.74,ADJ
gaucho,0.28,0.27,NOM
gaudriole,0.02,0.68,NOM
gaufre,0.58,0.68,NOM
gaufré,0.04,0.47,ADJ
gaufrette,0.01,0.27,NOM
gaufrier,0.17,0.27,NOM
gauldo,0.00,0.07,NOM
gaule,0.75,1.89,NOM
gaulée,0.01,0.00,NOM
gauleiter,0.12,0.68,NOM
gauler,0.35,0.95,VER
gaulis,0.00,0.34,NOM
gaulle,0.00,0.07,NOM
gaullisme,0.00,1.49,NOM
gaulliste,0.00,0.47,NOM
gaulliste,0.01,1.62,ADJ
gaulois,1.00,1.28,ADJ
gaulois,2.47,2.64,NOM
gauloisement,0.00,0.07,ADV
gaulthérie,0.01,0.00,NOM
gaupe,0.00,0.07,NOM
gauss,0.01,0.00,NOM
gausser,0.02,0.41,VER
gavage,0.06,0.54,NOM
gaver,0.50,1.55,VER
gavial,0.00,0.07,NOM
gaviot,0.00,0.20,NOM
gavroche,0.00,0.27,ADJ
gavroche,0.01,0.27,NOM
gayac,0.00,0.07,NOM
gazage,0.02,0.07,NOM
gazéifier,0.01,0.00,VER
gazelle,1.98,2.77,NOM
gazer,0.68,0.20,VER
gazette,0.26,1.01,NOM
gazeux,0.37,0.27,ADJ
gazier,0.00,0.20,ADJ
gazier,0.02,0.68,NOM
gazinière,0.01,0.14,NOM
gazoduc,0.22,0.00,NOM
gazogène,0.00,1.49,NOM
gazole,0.22,0.00,NOM
gazoline,0.01,0.14,NOM
gazomètre,0.02,0.07,NOM
gazométrie,0.02,0.00,NOM
gazon,3.58,6.96,NOM
gazonné,0.00,0.14,ADJ
gazouillant,0.14,0.07,ADJ
gazouillement,0.12,0.14,NOM
gazouiller,0.11,0.14,VER
gazouillis,0.30,1.62,NOM
gazpacho,0.22,0.00,NOM
géant,6.71,13.51,NOM
géant,8.60,8.99,ADJ
gecko,0.26,0.00,NOM
gégène,0.12,0.41,NOM
géhenne,0.57,0.34,NOM
geignant,0.10,0.27,ADJ
geignard,0.08,0.81,ADJ
geignard,0.16,0.20,NOM
geignement,0.01,0.27,NOM
geindre,0.16,0.34,VER
geindre,1.41,1.96,NOM
geisha,2.23,0.34,NOM
gélatine,0.87,1.22,NOM
gélatineux,0.13,0.88,ADJ
gelée,3.92,6.42,NOM
geler,3.18,2.09,VER
gélifiant,0.01,0.00,NOM
gélification,0.00,0.07,NOM
geline,0.01,0.00,NOM
géline,0.01,0.00,NOM
gelinotte,0.00,0.07,NOM
gélinotte,0.00,0.07,NOM
gélolevure,0.00,0.07,NOM
gélose,0.01,0.07,NOM
gélule,0.04,0.14,NOM
gelure,0.02,0.27,NOM
gémeau,0.04,0.00,ADJ
gémeau,0.12,0.00,NOM
gémellaire,0.01,7.09,ADJ
gémellité,0.17,3.38,NOM
gémir,2.38,8.18,VER
gémissant,0.04,0.81,ADJ
gémissement,0.97,9.32,NOM
gémisseur,0.00,0.07,ADJ
gemme,0.12,0.41,NOM
gemmologie,0.01,0.00,NOM
gémonies,0.01,0.07,NOM
gênant,8.89,6.08,ADJ
gencive,0.18,0.81,NOM
gendarme,5.53,16.15,NOM
gendarmer,0.01,0.00,VER
gendarmerie,4.44,8.78,NOM
gendre,5.71,7.50,NOM
généalogie,0.28,1.62,NOM
généalogique,0.69,1.89,ADJ
généalogiste,0.04,0.14,NOM
gêner,5.48,9.80,VER
général,27.96,48.92,ADJ
général,119.61,223.99,NOM
généralement,7.79,16.89,ADV
généralife,0.00,0.20,NOM
généralisable,0.00,0.07,ADJ
généralisation,0.05,0.20,NOM
généralisé,0.25,0.68,ADJ
généraliser,0.44,0.34,VER
généralissime,0.12,1.82,NOM
généraliste,0.18,0.07,ADJ
généraliste,0.45,0.41,NOM
généralité,0.11,0.47,NOM
générateur,0.44,0.41,ADJ
générateur,6.44,0.14,NOM
génératif,0.01,0.00,ADJ
génération,13.38,21.01,NOM
générationnel,0.27,0.00,ADJ
généré,0.01,0.00,ADJ
générer,1.05,0.00,VER
généreusement,1.81,4.53,ADV
généreux,16.57,13.99,ADJ
générique,0.37,0.34,ADJ
générique,1.64,0.54,NOM
générosité,6.15,10.95,NOM
genèse,0.15,1.01,NOM
génésique,0.00,0.07,ADJ
genet,0.01,0.00,NOM
genêt,0.23,1.49,NOM
généticien,0.26,0.07,NOM
genêtière,0.00,0.07,NOM
génétique,1.69,0.14,NOM
génétique,6.33,1.01,ADJ
génétiquement,1.90,0.20,ADV
gêneur,0.85,0.54,NOM
genevois,0.00,0.14,NOM
genevois,0.00,0.27,ADJ
genévrier,0.27,0.27,NOM
génial,115.27,5.95,ADJ
génialement,0.04,0.20,ADV
génialité,0.00,0.07,NOM
génie,34.65,47.43,NOM
genièvre,0.63,2.16,NOM
génique,0.40,0.00,ADJ
génisse,0.69,1.42,NOM
génital,0.16,0.34,ADJ
génitalité,0.00,0.07,NOM
géniteur,0.33,1.01,NOM
génocidaire,0.04,0.00,ADJ
génocide,1.18,0.81,NOM
génois,0.04,0.81,NOM
génois,0.17,0.34,ADJ
génome,0.63,0.00,NOM
génomique,0.04,0.00,NOM
génomique,0.09,0.00,ADJ
génotype,0.08,0.00,NOM
genou,11.43,23.92,NOM
genouillère,0.01,0.00,NOM
genre,219.66,155.20,NOM
gentamicine,0.04,0.00,NOM
gente,0.24,0.00,ADJ
gentiane,0.14,0.61,NOM
gentil,7.61,1.15,NOM
gentil,134.11,37.36,ADJ
gentilhomme,5.43,2.43,NOM
gentilice,0.00,0.07,ADJ
gentillesse,6.96,15.27,NOM
gentillet,0.04,0.34,ADJ
gentiment,11.32,21.76,ADV
gentleman,10.31,2.97,NOM
gentry,0.28,0.00,NOM
génuflexion,0.03,0.68,NOM
génuine,0.00,0.07,ADJ
géode,0.04,0.00,NOM
géodésigraphe,0.00,0.07,NOM
géodésique,0.17,0.20,ADJ
géographe,0.04,0.54,NOM
géographie,2.26,8.11,NOM
géographique,0.83,2.36,ADJ
géographiquement,0.10,0.47,ADV
geôle,0.09,1.89,NOM
geôlier,1.05,2.97,NOM
géologie,0.40,0.61,NOM
géologique,0.39,0.34,ADJ
géologiquement,0.03,0.00,ADV
géologue,0.73,0.27,NOM
géomagnétique,0.02,0.00,ADJ
géomancie,0.01,0.07,NOM
géomètre,6.02,0.27,NOM
géométrie,1.06,4.80,NOM
géométrique,0.58,2.57,ADJ
géométriquement,0.08,0.41,ADV
géophysique,0.01,0.00,ADJ
géophysique,0.17,0.00,NOM
géopolitique,0.01,0.07,NOM
géopolitique,0.07,0.14,ADJ
géorgien,0.44,0.27,ADJ
géostationnaire,0.04,0.00,ADJ
géostratégie,0.00,0.07,NOM
géosynchrone,0.02,0.00,ADJ
géothermie,0.01,0.00,NOM
géothermique,0.13,0.00,ADJ
géotropique,0.00,0.14,ADJ
gérable,0.25,0.00,ADJ
gérance,0.29,1.15,NOM
géranium,0.77,0.95,NOM
gérant,5.54,8.04,NOM
gerbe,1.69,6.49,NOM
gerber,6.49,2.64,VER
gerbier,0.45,0.07,NOM
gerbille,0.29,0.00,NOM
gerboise,0.04,0.14,NOM
gercer,0.01,0.07,VER
gérer,16.57,1.22,VER
gerfaut,0.03,0.00,NOM
gériatrie,0.07,0.07,NOM
gériatrique,0.07,0.00,ADJ
germain,0.91,0.88,ADJ
germanique,0.01,0.00,NOM
germanique,0.69,3.45,ADJ
germanisation,0.01,0.00,NOM
germanisme,0.00,0.20,NOM
germaniste,0.00,0.07,NOM
germanité,0.02,0.00,NOM
germanium,0.00,0.07,NOM
germano,0.20,0.00,ADV
germanophile,0.00,0.07,NOM
germanophilie,0.00,0.07,NOM
germanophone,0.01,0.00,ADJ
germant,0.00,0.07,ADJ
germe,0.55,2.03,NOM
germé,0.02,0.00,ADJ
germen,0.00,0.07,NOM
germer,0.23,1.01,VER
germinal,0.00,0.07,ADJ
germinal,0.00,0.14,NOM
germination,0.00,0.34,NOM
géronte,0.00,0.07,NOM
gérontisme,0.01,0.00,NOM
gérontologie,0.05,0.27,NOM
gérontologue,0.01,0.07,NOM
gerris,0.03,0.00,NOM
gésier,0.05,0.74,NOM
gésine,0.10,0.34,NOM
gésir,0.02,0.07,VER
gestapiste,0.00,0.14,NOM
gestapo,0.69,1.69,NOM
gestation,0.53,1.76,NOM
geste,31.41,172.03,NOM
gesticulant,0.01,0.47,ADJ
gesticulation,0.15,0.88,NOM
gesticulatoire,0.00,0.07,ADJ
gesticuler,0.58,1.35,VER
gestion,4.23,2.30,NOM
gestionnaire,0.03,0.07,ADJ
gestionnaire,0.08,0.07,NOM
gestuel,0.02,0.00,ADJ
geyser,0.17,0.61,NOM
ghetto,5.00,2.77,NOM
giaour,0.10,0.34,NOM
gibbeux,0.00,0.14,ADJ
gibbon,0.02,0.07,NOM
gibbosité,0.00,0.14,NOM
gibecière,0.00,1.28,NOM
gibelet,0.00,0.20,NOM
gibelin,0.01,0.00,NOM
gibelotte,0.00,0.41,NOM
giberne,0.00,0.34,NOM
gibet,1.09,1.35,NOM
gibier,5.79,10.88,NOM
giboulée,0.03,0.34,NOM
giboyeux,0.01,0.20,ADJ
gibus,0.01,1.01,NOM
giclée,0.35,2.77,NOM
giclement,0.00,0.07,NOM
gicler,0.76,2.16,VER
gicleur,0.45,0.07,NOM
gidouille,0.00,0.20,NOM
gifle,3.60,9.86,NOM
gifler,1.96,4.05,VER
gigahertz,0.07,0.00,NOM
gigantesque,3.87,15.81,ADJ
gigantisme,0.20,0.27,NOM
gigantomachie,0.00,0.14,NOM
gigogne,0.01,0.54,ADJ
gigolette,0.14,0.14,NOM
gigolo,1.01,1.69,NOM
gigolpince,0.01,0.81,NOM
gigot,1.41,3.18,NOM
gigoté,0.01,0.00,ADJ
gigoter,1.07,0.88,VER
gigue,0.32,1.22,NOM
gilbert,0.00,0.20,NOM
gilet,5.13,13.72,NOM
gimmick,0.01,0.07,NOM
gineste,0.01,0.41,NOM
gingembre,1.50,0.88,NOM
gingin,0.00,0.14,NOM
gingivite,0.18,0.00,NOM
ginkgo,0.06,0.00,NOM
ginseng,0.49,0.20,NOM
giocoso,0.00,0.07,ADJ
gipsy,0.03,0.00,NOM
girafe,2.71,1.89,NOM
girafeau,0.01,0.00,NOM
girafon,0.01,0.00,NOM
girandole,0.00,0.07,NOM
giration,0.00,0.61,NOM
giratoire,0.02,0.07,ADJ
girer,0.00,0.07,VER
girie,0.00,0.07,NOM
girofle,0.81,0.74,NOM
giroflée,0.22,0.07,NOM
giroflier,0.00,0.07,NOM
girolle,0.01,0.07,NOM
giron,0.39,2.03,NOM
girond,0.01,0.07,ADJ
girondin,0.00,0.07,NOM
girondin,0.00,0.14,ADJ
girouette,0.47,1.76,NOM
gisant,0.02,1.35,NOM
gisant,0.20,1.35,ADJ
gisement,0.73,0.61,NOM
gisquette,0.00,0.68,NOM
gitan,0.46,1.08,ADJ
gitan,1.60,1.89,NOM
gîter,0.00,0.34,VER
giton,1.23,0.47,NOM
givrage,0.01,0.00,NOM
givre,0.32,5.07,NOM
givré,1.00,0.61,ADJ
givrer,0.01,0.14,VER
glabelle,0.01,0.00,NOM
glabre,0.05,1.69,ADJ
glaçage,0.75,0.07,NOM
glaçant,0.02,0.00,ADJ
glace,58.09,76.01,NOM
glacé,5.28,17.50,ADJ
glacer,0.30,0.95,VER
glaciaire,0.50,0.14,ADJ
glacial,2.44,8.18,ADJ
glacialement,0.10,0.07,ADV
glaciation,0.03,0.27,NOM
glacier,4.34,2.16,NOM
glacière,1.44,2.64,NOM
glaciologue,0.14,0.00,NOM
glacis,0.02,3.58,NOM
glaçon,1.55,0.95,NOM
glaçure,0.00,0.07,NOM
gladiateur,1.38,0.74,NOM
glaglater,0.00,0.07,VER
glaïeul,0.01,0.00,NOM
glaire,0.22,0.34,NOM
glaireux,0.02,0.81,ADJ
glaise,1.71,8.72,NOM
glaiseux,0.00,0.95,ADJ
glaive,1.71,3.85,NOM
glamour,1.49,0.07,NOM
glanage,0.18,0.00,NOM
gland,2.14,3.04,NOM
glandage,0.03,0.00,NOM
glande,0.74,0.34,NOM
glander,1.37,1.15,VER
glandeur,0.33,0.14,NOM
glandilleuse,0.00,0.34,ADJ
glandilleux,0.00,1.22,ADJ
glandouiller,0.10,0.41,VER
glandouilleur,0.00,0.07,NOM
glandu,0.31,0.00,NOM
glandulaire,0.06,0.41,ADJ
glane,0.00,0.07,NOM
glaner,0.62,1.69,VER
glaneur,0.06,0.00,NOM
glanure,0.00,0.07,NOM
glapir,0.04,1.22,VER
glapissant,0.00,0.14,ADJ
glapissement,0.02,0.81,NOM
glaréole,0.04,0.00,NOM
glasnost,0.03,0.00,NOM
glass,1.05,1.28,NOM
glaucome,0.27,0.20,NOM
glauque,1.12,6.82,ADJ
glauquement,0.00,0.07,ADV
glaviot,0.11,0.74,NOM
glavioter,0.01,0.54,VER
glèbe,0.51,0.88,NOM
glène,0.00,0.07,NOM
glénoïde,0.03,0.00,ADJ
glide,0.07,0.00,NOM
glioblastome,0.04,0.00,NOM
gliome,0.05,0.00,NOM
glissade,0.57,2.50,NOM
glissando,0.01,0.14,NOM
glissant,1.76,3.18,ADJ
glisse,1.97,1.55,NOM
glissement,0.35,6.62,NOM
glisser,9.02,61.62,VER
glissière,0.22,1.69,NOM
glissoire,0.04,0.00,NOM
global,2.38,1.15,ADJ
globalement,0.68,0.61,ADV
globalisation,0.19,0.00,NOM
globalité,0.04,0.07,NOM
globe,3.17,8.58,NOM
globulaire,0.04,0.14,ADJ
globule,0.38,0.27,NOM
globuleux,0.27,4.66,ADJ
globuline,0.01,0.00,NOM
glockenspiel,0.03,0.07,NOM
gloire,34.78,48.51,NOM
glomérule,0.00,0.07,NOM
gloria,2.66,0.81,NOM
gloriette,0.10,0.27,NOM
glorieuse,0.13,0.41,NOM
glorieusement,0.34,1.82,ADV
glorieux,4.68,10.81,ADJ
glorification,0.22,0.20,NOM
glorifier,0.56,1.22,VER
gloriole,0.03,1.69,NOM
glose,0.01,0.20,NOM
gloser,0.00,0.27,VER
glossaire,0.04,0.07,NOM
glossématique,0.00,0.07,NOM
glotte,0.12,2.03,NOM
glottique,0.00,0.07,ADJ
glouglou,0.23,0.61,NOM
glougloutement,0.01,0.14,NOM
glouglouter,0.00,0.07,VER
gloussant,0.00,0.20,ADJ
gloussement,0.21,1.22,NOM
glousser,0.43,1.42,VER
glouton,0.31,0.47,ADJ
glouton,0.78,0.34,NOM
gloutonnement,0.00,0.54,ADV
gloutonnerie,0.27,0.74,NOM
gluant,1.23,4.73,ADJ
glucagon,0.04,0.00,NOM
glucide,0.00,0.07,NOM
gluconique,0.01,0.00,ADJ
glucose,2.08,0.20,NOM
gluon,0.04,0.00,NOM
glutamate,0.16,0.00,NOM
gluten,0.06,0.07,NOM
glycémie,0.44,0.00,NOM
glycérine,1.04,0.14,NOM
glycérol,0.01,0.00,NOM
glycine,0.21,1.96,NOM
glycol,0.12,0.00,NOM
glycoprotéine,0.03,0.00,NOM
glyphe,0.06,0.00,NOM
gnafron,0.01,0.20,NOM
gnangnan,0.23,0.47,ADJ
gnard,0.00,0.20,NOM
gnaule,0.01,0.00,NOM
gniard,0.00,0.27,NOM
gniouf,0.00,0.27,NOM
gnocchi,1.06,0.00,NOM
gnognote,0.04,0.41,NOM
gnognotte,0.23,0.20,NOM
gnole,0.55,1.01,NOM
gnôle,3.24,1.55,NOM
gnome,2.36,1.01,NOM
gnose,0.00,0.07,NOM
gnosticisme,0.01,0.07,NOM
gnostique,0.00,0.20,NOM
gnostique,0.01,0.00,ADJ
gnouf,0.41,1.01,NOM
gobage,0.04,0.07,NOM
gobelet,2.21,2.16,NOM
gobelin,0.04,0.00,NOM
gober,2.50,2.09,VER
goberger,0.00,0.14,VER
gobet,0.00,0.07,NOM
gobeur,0.03,0.00,NOM
godasse,0.46,1.55,NOM
goddam,0.03,0.00,NOM
godelureau,0.01,0.20,NOM
godemiché,0.59,0.61,NOM
goder,0.00,0.61,VER
godet,0.29,4.32,NOM
godiche,0.05,0.68,ADJ
godiche,0.07,0.00,NOM
godille,0.00,0.88,NOM
godiller,0.00,0.14,VER
godilleur,0.00,0.14,NOM
godillot,0.04,0.47,NOM
goéland,0.31,0.81,NOM
goélette,0.60,0.61,NOM
goémon,0.00,0.41,NOM
goétie,0.02,0.00,NOM
goglu,0.02,0.00,NOM
gogol,0.29,0.07,ADJ
goguenard,0.01,3.85,ADJ
gogues,0.23,2.57,NOM
goguette,0.47,1.15,NOM
goinfre,0.15,0.20,ADJ
goinfre,0.34,0.34,NOM
goinfrer,0.67,0.95,VER
goinfrerie,0.12,0.41,NOM
goitre,0.10,0.54,NOM
goitreux,0.00,0.27,ADJ
goitreux,0.00,0.34,NOM
golden,2.37,0.61,NOM
goldo,0.00,0.54,NOM
golem,0.10,0.07,NOM
golfe,1.55,5.95,NOM
golfeur,0.58,0.07,NOM
golgotha,0.00,0.07,NOM
goliath,0.00,0.07,NOM
gombo,2.00,0.14,NOM
goménol,0.00,0.07,NOM
gomina,0.14,1.01,NOM
gominer,0.00,0.07,VER
gommage,0.25,0.07,NOM
gomme,3.21,9.26,NOM
gommé,0.01,0.54,ADJ
gommer,0.26,1.69,VER
gommette,0.03,0.00,NOM
gommeux,0.00,0.20,ADJ
gommeux,0.05,0.68,NOM
gommier,0.05,0.00,NOM
gonade,0.04,0.00,NOM
gonadotrophine,0.01,0.00,NOM
goncier,0.00,0.14,NOM
gonder,0.01,0.00,VER
gondolant,0.00,0.07,ADJ
gondole,1.01,3.31,NOM
gondolé,0.01,0.07,ADJ
gondolement,0.00,0.07,NOM
gondoler,0.02,0.41,VER
gondolier,0.59,0.74,NOM
gonelle,0.00,0.14,NOM
gonfalon,0.00,0.14,NOM
gonfanon,0.00,0.14,NOM
gonflable,0.92,0.54,ADJ
gonflage,0.00,0.20,NOM
gonflant,0.19,0.34,ADJ
gonfle,0.21,0.41,NOM
gonflé,1.52,3.65,ADJ
gonflement,0.20,0.88,NOM
gonfler,3.17,5.68,VER
gonflette,0.46,0.00,NOM
gonfleur,0.00,0.20,NOM
gongoriste,0.00,0.07,ADJ
goniomètre,0.00,0.07,NOM
gonococcie,0.03,0.00,NOM
gonococcique,0.01,0.00,ADJ
gonocoque,0.00,0.20,NOM
gonorrhée,0.08,0.00,NOM
gonze,0.06,4.05,NOM
gonzesse,7.74,7.57,NOM
gopak,0.00,0.07,NOM
gopher,0.02,0.07,NOM
gordien,0.00,0.14,ADJ
goret,0.81,0.95,NOM
gorge,29.57,82.64,NOM
gorgé,0.00,0.14,ADJ
gorgée,4.97,13.31,NOM
gorgeon,0.01,0.95,NOM
gorger,0.03,0.47,VER
gorgerette,0.00,0.07,NOM
gorgerin,0.01,0.07,NOM
gorget,0.00,0.07,NOM
gorgone,0.02,0.41,NOM
gorgonzola,0.22,0.34,NOM
gorille,3.55,2.03,NOM
gosier,1.20,4.26,NOM
gospel,0.61,0.00,NOM
gosplan,0.10,0.07,NOM
gosse,62.92,34.12,NOM
gosseline,0.00,0.07,NOM
gotha,0.04,0.07,NOM
gothique,0.57,1.35,NOM
gothique,0.89,3.85,ADJ
goton,0.00,0.07,NOM
gouache,0.04,1.22,NOM
gouaille,0.01,1.49,NOM
gouailleur,0.00,0.61,ADJ
goualante,0.01,0.81,NOM
goualer,0.00,0.14,VER
gouape,0.38,0.74,NOM
gouda,0.03,0.07,NOM
goudou,0.06,0.07,NOM
goudron,3.40,7.50,NOM
goudronnage,0.00,0.14,NOM
goudronné,0.02,1.22,ADJ
goudronner,0.05,0.20,VER
goudronneux,0.00,0.20,ADJ
gouet,0.00,0.07,NOM
gouffre,3.43,11.35,NOM
gouge,0.01,0.74,NOM
gougère,0.00,0.07,NOM
gougnafier,0.00,0.61,NOM
gougoutte,0.01,0.00,NOM
gouine,2.41,0.47,NOM
goujat,1.23,1.69,NOM
goujaterie,0.16,0.47,NOM
goujon,0.50,0.81,NOM
goulache,0.46,0.00,NOM
goulafre,0.00,0.07,NOM
goulag,0.31,0.74,NOM
goulasch,0.27,0.14,NOM
